#{"t_start": 1744343419.329731, "env_id": "None"}
r,l,t
43.0,78,18.547667
74.0,81,18.592414
27.0,74,18.634217
56.0,90,18.683892
157.0,78,18.727386
71.0,86,18.776062
40.0,83,18.821407
35.0,81,18.870064
25.0,75,18.913827
71.0,91,18.965835
70.0,79,19.009747
144.0,82,19.055998
58.0,87,19.10519
43.0,69,19.146328
35.0,73,19.187215
72.0,89,20.871486
58.0,81,20.917993
165.0,90,20.968848
165.0,94,21.020755
55.0,87,21.069809
67.0,90,21.119578
35.0,83,21.166428
66.0,82,21.21211
46.0,80,21.257407
264.0,91,21.307066
180.0,91,21.357973
38.0,79,21.401724
65.0,83,21.447216
159.0,79,21.491973
62.0,89,21.543811
58.0,80,21.59109
177.0,90,21.642111
34.0,76,21.685726
52.0,77,21.728789
63.0,90,21.781501
290.0,87,21.831825
168.0,86,21.883661
36.0,69,21.92232
59.0,83,21.968424
49.0,81,22.014551
27.0,73,23.631937
87.0,88,23.682551
49.0,85,23.729365
45.0,75,23.772226
35.0,77,23.814526
60.0,89,23.864527
149.0,86,23.912077
41.0,76,23.95826
39.0,83,24.005301
51.0,72,24.045117
47.0,85,24.093094
49.0,84,24.13908
135.0,82,24.184808
181.0,94,24.236232
35.0,73,24.276954
144.0,92,24.327391
49.0,79,24.374527
74.0,91,24.425611
154.0,86,24.472379
54.0,80,24.517033
70.0,87,24.565323
61.0,77,24.624653
80.0,83,24.678712
57.0,80,24.729092
85.0,88,24.799527
59.0,90,26.405377
107.0,91,26.455843
63.0,84,26.505627
37.0,81,26.551333
60.0,94,26.610177
49.0,82,26.661943
69.0,74,26.705809
68.0,86,26.753163
56.0,91,26.809982
57.0,88,26.858626
43.0,88,26.908052
49.0,85,26.954523
162.0,88,27.004055
48.0,79,27.047057
72.0,94,27.09934
52.0,79,27.142574
188.0,93,27.195052
64.0,81,27.239608
64.0,86,27.286507
33.0,76,27.329303
177.0,93,27.379897
29.0,68,27.418049
66.0,80,27.461598
55.0,77,27.503524
60.0,86,29.103991
73.0,89,29.156667
65.0,84,29.204159
48.0,79,29.248275
44.0,77,29.290759
40.0,81,29.337297
42.0,76,29.382044
172.0,88,29.4341
41.0,81,29.479243
63.0,85,29.527671
53.0,85,29.574274
63.0,87,29.625482
46.0,84,29.672812
50.0,83,29.721401
67.0,79,29.772155
175.0,88,29.872406
42.0,84,29.919932
40.0,88,29.9698
57.0,86,30.022462
64.0,85,30.077003
177.0,92,30.145027
37.0,83,30.191603
200.0,98,30.247405
42.0,81,30.29423
51.0,92,31.901337
55.0,91,31.953758
75.0,85,32.00093
61.0,91,32.052147
46.0,82,32.097102
86.0,87,32.160116
51.0,77,32.213655
53.0,78,32.264334
61.0,75,32.311658
88.0,85,32.375935
208.0,105,32.449447
51.0,82,32.50507
56.0,89,32.55579
60.0,82,32.602145
46.0,77,32.644444
104.0,98,32.699975
77.0,87,32.747785
196.0,97,32.802055
52.0,87,32.849566
68.0,84,32.896577
68.0,84,32.942635
91.0,83,32.988818
108.0,95,33.040754
75.0,90,33.090621
208.0,98,34.753201
409.0,100,34.81747
283.0,96,34.880828
80.0,87,34.931687
40.0,88,34.981211
193.0,93,35.034806
68.0,90,35.088746
132.0,101,35.146836
55.0,91,35.199565
71.0,88,35.251908
50.0,85,35.301426
86.0,98,35.357085
22.0,73,35.400901
87.0,93,35.453199
48.0,81,35.499363
71.0,82,35.546464
71.0,88,35.594779
61.0,89,35.644825
81.0,82,35.690255
168.0,89,35.76102
34.0,77,35.814857
84.0,83,35.867977
94.0,90,35.928282
58.0,76,37.553583
54.0,83,37.600481
95.0,88,37.650729
74.0,88,37.700153
70.0,87,37.749944
172.0,85,37.805475
82.0,90,37.870933
282.0,93,37.931393
78.0,83,37.986397
191.0,94,38.054243
91.0,89,38.117647
64.0,86,38.167665
104.0,91,38.217728
65.0,83,38.266409
51.0,86,38.313988
81.0,90,38.364399
194.0,105,38.421867
51.0,85,38.469603
75.0,85,38.516198
223.0,101,38.574032
202.0,92,38.625087
84.0,94,38.678697
50.0,88,38.727471
77.0,92,40.391195
60.0,82,40.438263
197.0,95,40.492079
67.0,82,40.538457
69.0,80,40.582526
321.0,102,40.638952
50.0,83,40.68674
180.0,92,40.739405
58.0,88,40.789669
97.0,92,40.860637
54.0,84,40.916265
73.0,97,40.981167
52.0,83,41.034373
74.0,85,41.096344
57.0,80,41.152593
85.0,91,41.206257
175.0,85,41.253234
56.0,81,41.300639
59.0,84,41.347267
60.0,92,41.398913
80.0,82,41.444358
61.0,78,41.488256
64.0,91,41.538196
47.0,90,43.221724
152.0,89,43.276139
208.0,93,43.330982
55.0,79,43.378062
74.0,90,43.429964
81.0,93,43.485453
105.0,96,43.541088
185.0,91,43.593174
186.0,95,43.647446
67.0,81,43.695607
52.0,75,43.739298
79.0,88,43.791881
53.0,87,43.843122
62.0,86,43.891509
192.0,97,43.951659
77.0,88,44.004018
66.0,86,44.05403
182.0,90,44.110893
189.0,99,44.16761
86.0,90,44.298368
87.0,78,44.347788
48.0,79,44.393717
83.0,98,44.449018
203.0,85,46.274839
307.0,100,46.339944
63.0,83,46.385927
197.0,90,46.436452
65.0,80,46.486059
75.0,90,46.53853
89.0,88,46.587564
59.0,79,46.634565
83.0,94,46.687418
74.0,81,46.731804
65.0,81,46.777503
60.0,84,46.827884
40.0,73,46.869752
48.0,86,46.91728
181.0,96,46.991704
75.0,81,47.056849
51.0,66,47.094457
165.0,88,47.142771
103.0,90,47.19366
55.0,85,47.240756
95.0,88,47.290256
81.0,84,47.336994
64.0,85,47.384896
82.0,84,47.431197
49.0,85,47.480169
61.0,86,49.179476
101.0,83,49.247809
101.0,83,49.301736
172.0,83,49.354887
69.0,80,49.407661
50.0,84,49.46367
97.0,79,49.525799
72.0,85,49.576427
178.0,82,49.623355
53.0,82,49.670751
65.0,86,49.720527
79.0,84,49.767462
78.0,87,49.836067
34.0,75,49.887165
181.0,87,49.944578
57.0,89,49.995058
76.0,76,50.039053
205.0,100,50.094905
32.0,84,50.142595
206.0,91,50.198395
92.0,88,50.251371
85.0,91,50.302256
77.0,90,50.353529
181.0,88,50.401946
60.0,77,52.138136
191.0,88,52.192295
69.0,84,52.241325
80.0,91,52.292505
211.0,96,52.346461
287.0,97,52.404684
308.0,91,52.457519
84.0,87,52.508606
65.0,85,52.56284
80.0,91,52.614125
186.0,82,52.664375
90.0,82,52.711092
76.0,83,52.761092
156.0,86,52.812216
157.0,87,52.862455
191.0,88,52.915635
72.0,88,52.967861
96.0,98,53.024662
78.0,79,53.074849
75.0,85,53.122932
88.0,91,53.175311
60.0,88,53.225071
73.0,88,53.275787
189.0,96,55.019271
100.0,89,55.072539
95.0,94,55.127608
56.0,79,55.174976
79.0,86,55.225123
57.0,83,55.273959
161.0,88,55.323102
175.0,87,55.37295
152.0,79,55.417995
84.0,89,55.467576
86.0,91,55.520149
50.0,79,55.565354
204.0,92,55.618245
61.0,84,55.678998
50.0,90,55.735891
86.0,86,55.783762
198.0,90,55.835035
50.0,88,55.885859
65.0,87,55.936369
65.0,77,55.980002
37.0,69,56.020567
327.0,102,56.077197
73.0,85,56.12648
195.0,91,56.177365
57.0,83,58.136874
85.0,87,58.188905
88.0,90,58.262206
186.0,82,58.309048
179.0,82,58.358728
48.0,85,58.407382
92.0,89,58.49005
180.0,88,58.548705
125.0,101,58.612582
85.0,90,58.667309
82.0,83,58.715923
70.0,79,58.763264
430.0,114,58.829339
50.0,76,58.873973
183.0,88,58.924904
56.0,93,58.978719
85.0,93,59.031907
54.0,79,59.078626
189.0,94,59.135934
93.0,83,59.187824
108.0,94,59.244629
72.0,76,59.29142
48.0,82,59.338946
104.0,99,61.133691
311.0,103,61.196741
96.0,85,61.247076
46.0,77,61.301195
86.0,84,61.350894
73.0,81,61.399544
199.0,87,61.454784
52.0,78,61.5002
320.0,93,61.553885
65.0,80,61.601656
163.0,74,61.644386
210.0,91,61.698541
188.0,91,61.75077
102.0,92,61.810012
95.0,87,61.862508
73.0,95,61.918538
122.0,93,61.973378
81.0,86,62.025171
289.0,92,62.07908
85.0,90,62.132113
183.0,92,62.189353
101.0,89,62.242912
92.0,89,62.299474
200.0,94,64.162753
64.0,81,64.213418
63.0,72,64.255776
163.0,97,64.313546
73.0,92,64.367612
99.0,96,64.424884
185.0,93,64.480491
215.0,96,64.54713
217.0,95,64.609798
212.0,89,64.669676
102.0,89,64.728305
61.0,83,64.782049
72.0,81,64.831214
194.0,90,64.886573
55.0,75,65.025046
213.0,89,65.089761
104.0,95,65.148548
76.0,87,65.201325
70.0,76,65.247511
79.0,89,65.309471
66.0,80,65.356832
80.0,95,65.417599
96.0,85,65.472462
53.0,84,65.523226
200.0,96,67.36897
103.0,81,67.426206
183.0,88,67.481137
218.0,98,67.547478
193.0,79,67.59614
70.0,75,67.640994
215.0,91,67.699574
82.0,83,67.751441
73.0,73,67.804251
194.0,90,67.859165
111.0,82,67.908851
70.0,87,67.96075
95.0,86,68.014089
88.0,93,68.074733
95.0,93,68.14727
124.0,90,68.200713
79.0,83,68.252076
48.0,80,68.302226
104.0,98,68.37441
61.0,84,68.432668
316.0,97,68.492185
82.0,79,68.542119
30.0,76,68.587476
209.0,97,70.4172
186.0,88,70.474508
83.0,85,70.530938
83.0,82,70.583507
218.0,95,70.642111
66.0,83,70.692974
210.0,90,70.7477
78.0,81,70.803041
78.0,85,70.86307
199.0,95,70.92225
92.0,89,70.979038
99.0,89,71.040687
104.0,86,71.113289
93.0,92,71.181962
81.0,87,71.247085
100.0,91,71.310944
216.0,93,71.37426
83.0,78,71.432893
212.0,90,71.492081
74.0,80,71.630526
85.0,83,71.689619
45.0,78,71.895403
81.0,92,71.984703
105.0,93,72.109308
82.0,85,74.797981
84.0,88,74.86116
105.0,90,74.925966
296.0,97,75.069275
169.0,91,75.180256
202.0,88,75.238469
207.0,93,75.309819
43.0,75,75.361043
128.0,95,75.426558
84.0,91,75.488895
55.0,80,75.540623
91.0,91,75.601357
179.0,84,75.658707
138.0,95,75.727224
78.0,81,75.783805
56.0,80,75.837731
74.0,82,75.896735
70.0,86,75.952501
192.0,88,76.011153
85.0,86,76.090152
209.0,89,76.151898
114.0,94,76.225343
118.0,87,76.282126
171.0,81,78.410706
99.0,87,78.473637
87.0,86,78.534626
45.0,77,78.58773
174.0,89,78.650282
269.0,88,78.733796
91.0,85,78.800316
52.0,87,78.869657
80.0,80,78.926374
85.0,77,79.065261
196.0,98,79.127045
88.0,81,79.1799
81.0,85,79.237126
175.0,86,79.290328
194.0,92,79.349724
64.0,90,79.406251
400.0,94,79.466249
80.0,93,79.5246
178.0,83,79.578025
190.0,82,79.630914
316.0,98,79.699255
85.0,89,79.761607
213.0,91,79.823965
98.0,90,79.882668
271.0,85,82.411245
228.0,98,82.501047
196.0,87,82.571693
88.0,82,82.627998
91.0,80,82.681882
97.0,90,82.746058
195.0,87,82.805743
99.0,84,82.864661
81.0,74,82.932345
204.0,103,83.009961
205.0,89,83.079863
54.0,83,83.144375
224.0,91,83.204067
306.0,92,83.269293
322.0,96,83.354358
84.0,85,83.428967
63.0,75,83.482117
46.0,74,83.532336
193.0,94,83.603252
108.0,85,83.861815
216.0,90,83.923392
72.0,82,83.977487
69.0,83,84.036967
76.0,85,87.762846
98.0,96,87.846861
213.0,94,87.916219
209.0,91,87.97845
68.0,86,88.046855
28.0,72,88.094797
325.0,96,88.163667
326.0,94,88.230142
186.0,94,88.294442
60.0,73,88.34181
75.0,82,88.395943
74.0,76,88.44741
179.0,82,88.509055
320.0,92,88.572275
205.0,95,88.635021
92.0,94,88.70012
79.0,85,88.75626
189.0,98,88.879428
101.0,85,88.94106
99.0,80,89.00033
71.0,81,89.05843
81.0,81,89.11714
119.0,88,89.176785
76.0,83,89.235007
74.0,78,91.321185
193.0,87,91.379301
80.0,79,91.432294
326.0,100,91.499529
92.0,84,91.553485
101.0,90,91.62045
208.0,84,91.675764
84.0,86,91.735315
311.0,97,91.805191
66.0,76,91.869424
108.0,91,91.932586
183.0,81,91.98832
93.0,82,92.043613
41.0,81,92.097442
52.0,79,92.151259
325.0,96,92.215429
192.0,93,92.280217
74.0,80,92.33706
74.0,79,92.393001
98.0,93,92.460618
224.0,80,92.51487
81.0,85,92.573568
80.0,85,92.633614
198.0,86,92.692007
110.0,91,95.228786
85.0,81,95.290609
201.0,85,95.352164
214.0,94,95.423058
77.0,81,95.481415
69.0,80,95.545325
115.0,88,95.614821
99.0,86,95.746983
84.0,84,95.867061
66.0,85,95.99517
155.0,92,96.146622
214.0,87,96.28848
197.0,84,96.490296
68.0,73,96.630259
172.0,79,96.708054
101.0,85,96.782238
97.0,90,96.872677
82.0,84,96.958184
68.0,82,97.060556
90.0,78,97.130051
84.0,88,97.196147
81.0,84,97.255542
109.0,89,97.322812
44.0,74,97.432562
111.0,88,99.817611
114.0,89,99.893193
100.0,93,99.958854
56.0,75,100.010833
88.0,83,100.070051
197.0,93,100.133849
103.0,100,100.202852
89.0,87,100.26377
196.0,90,100.325189
306.0,96,100.392848
210.0,89,100.465854
97.0,87,100.530155
207.0,91,100.601748
104.0,86,100.668268
168.0,90,100.742616
205.0,98,100.816131
62.0,82,100.876825
104.0,96,100.942053
79.0,84,101.001532
223.0,96,101.070783
77.0,85,101.129665
208.0,92,101.193917
64.0,79,101.249205
96.0,86,103.352606
110.0,94,103.436079
75.0,85,103.493608
91.0,85,103.563816
322.0,98,103.647051
225.0,96,103.724308
186.0,88,103.78861
97.0,83,103.86461
126.0,95,103.931411
70.0,84,103.99597
69.0,88,104.144317
190.0,82,104.210726
75.0,83,104.272755
227.0,98,104.35012
99.0,91,104.421841
42.0,75,104.487145
80.0,74,104.541485
68.0,74,104.596233
189.0,98,104.668769
76.0,88,104.739607
122.0,90,104.809409
113.0,85,104.962849
198.0,91,105.222082
177.0,85,105.279794
125.0,90,107.517894
243.0,95,107.584145
57.0,83,107.647096
197.0,94,107.711798
77.0,85,107.795098
74.0,85,107.860456
241.0,98,107.938324
96.0,87,108.004379
214.0,99,108.073917
85.0,84,108.135067
135.0,103,108.211271
91.0,89,108.273264
186.0,92,108.338391
120.0,89,108.398782
49.0,80,108.455869
100.0,88,108.515406
192.0,91,108.580222
86.0,85,108.639198
164.0,89,108.699186
58.0,87,108.761402
85.0,81,108.820725
193.0,94,108.886219
102.0,93,111.318116
75.0,89,111.38392
98.0,85,111.44516
95.0,81,111.506382
241.0,97,111.63829
82.0,86,111.699548
65.0,80,111.757812
94.0,82,111.816844
177.0,85,111.88947
106.0,86,111.951437
213.0,88,112.016692
89.0,86,112.080623
196.0,92,112.15081
97.0,92,112.22021
181.0,87,112.281953
79.0,88,112.345585
89.0,86,112.408762
79.0,80,112.46806
54.0,75,112.523213
199.0,101,112.594306
96.0,94,112.660365
353.0,102,112.733575
83.0,87,112.795055
78.0,82,112.854564
80.0,86,114.910504
190.0,84,114.974667
83.0,86,115.03563
77.0,84,115.095538
187.0,90,115.158938
197.0,85,115.219774
195.0,94,115.287506
86.0,89,115.349405
172.0,89,115.413947
115.0,98,115.482561
92.0,85,115.541485
108.0,91,115.60728
49.0,82,115.664913
94.0,94,115.737657
97.0,88,115.800101
96.0,80,115.857179
65.0,73,115.909135
114.0,89,115.973972
88.0,99,116.043413
167.0,82,116.100031
193.0,93,116.162457
209.0,89,116.224809
350.0,97,116.292279
188.0,87,118.363403
109.0,87,118.428686
118.0,91,118.492533
71.0,84,118.550767
94.0,91,118.614826
210.0,89,118.675376
76.0,83,118.732472
68.0,77,118.784788
95.0,84,118.845891
98.0,78,118.898741
216.0,92,118.963315
72.0,84,119.022152
227.0,101,119.093878
184.0,91,119.159713
205.0,86,119.223156
349.0,100,119.294718
224.0,102,119.383374
182.0,80,119.439126
125.0,91,119.502685
82.0,81,119.558243
77.0,85,119.617511
226.0,98,119.686263
209.0,95,119.752933
182.0,85,122.457301
204.0,92,122.524865
52.0,81,122.585262
187.0,90,122.652159
108.0,94,122.72014
126.0,85,122.777834
329.0,98,122.846782
331.0,103,122.918058
296.0,85,122.976336
75.0,80,123.032609
91.0,82,123.089332
65.0,78,123.147922
216.0,91,123.214612
112.0,92,123.280426
97.0,91,123.345275
83.0,86,123.404447
88.0,82,123.462227
238.0,96,123.526273
190.0,92,123.591519
222.0,106,123.670341
76.0,76,123.723119
322.0,105,123.798793
91.0,90,123.862555
58.0,78,125.920762
84.0,86,125.983391
189.0,95,126.048376
68.0,83,126.106514
82.0,84,126.167552
228.0,103,126.249548
91.0,87,126.329602
96.0,88,126.392224
349.0,107,126.465658
464.0,106,126.565738
199.0,93,126.653176
225.0,93,126.725704
102.0,83,126.794271
98.0,82,126.866407
104.0,90,126.932884
206.0,97,127.00523
99.0,86,127.064511
93.0,91,127.127888
219.0,97,127.193481
46.0,74,127.246295
88.0,94,127.310472
330.0,100,127.378488
199.0,98,127.56313
68.0,89,129.872383
93.0,85,129.934903
190.0,94,130.003318
110.0,82,130.061076
194.0,92,130.195763
206.0,100,130.369698
98.0,89,130.564165
79.0,87,130.633952
76.0,93,130.703927
211.0,95,130.772654
243.0,101,130.855237
75.0,87,130.916526
84.0,88,130.977456
96.0,94,131.050738
90.0,89,131.116307
100.0,96,131.182563
66.0,94,131.249042
72.0,74,131.30055
68.0,85,131.361755
190.0,87,131.425749
111.0,93,131.489186
100.0,94,131.556545
84.0,82,133.870734
113.0,89,133.933802
111.0,86,133.994496
87.0,96,134.060457
285.0,93,134.123727
108.0,92,134.188279
308.0,105,134.260006
91.0,86,134.318537
68.0,81,134.374903
71.0,84,134.431507
191.0,95,134.497487
116.0,91,134.559856
75.0,90,134.622948
91.0,95,134.68831
82.0,86,134.747229
110.0,88,134.80887
50.0,76,134.862932
193.0,88,134.926367
402.0,98,134.995128
73.0,75,135.053843
93.0,88,135.118688
105.0,85,135.185424
302.0,93,135.252572
210.0,94,137.375375
82.0,94,137.444477
201.0,89,137.508464
115.0,86,137.567771
71.0,75,137.621313
112.0,95,137.685199
82.0,89,137.747159
79.0,78,137.799626
178.0,87,137.860596
157.0,78,137.914238
86.0,86,137.978
313.0,98,138.054738
179.0,88,138.119515
112.0,93,138.188745
93.0,93,138.256037
220.0,96,138.323072
117.0,97,138.394289
238.0,94,138.460277
204.0,83,138.518605
254.0,104,138.59442
108.0,96,138.662551
245.0,94,138.738662
438.0,105,138.824834
132.0,99,141.289587
291.0,88,141.364212
225.0,98,141.443793
240.0,102,141.525779
190.0,86,141.588659
99.0,87,141.652818
187.0,91,141.71779
77.0,84,141.780633
186.0,90,141.844504
134.0,99,141.926295
424.0,105,142.003198
95.0,92,142.068978
62.0,77,142.12263
319.0,97,142.194969
67.0,76,142.255349
140.0,101,142.337931
196.0,100,142.416494
141.0,93,142.495195
206.0,86,142.560407
101.0,93,142.631859
315.0,92,142.699087
214.0,88,142.761644
113.0,87,145.035409
94.0,89,145.100216
217.0,91,145.167689
120.0,85,145.232062
236.0,87,145.298111
187.0,89,145.36121
200.0,91,145.42382
118.0,90,145.489593
169.0,85,145.549362
181.0,86,145.608318
87.0,89,145.671593
118.0,90,145.736655
69.0,79,145.792459
215.0,98,145.861701
98.0,94,145.925783
97.0,93,145.991448
85.0,83,146.048198
83.0,85,146.109107
63.0,85,146.169902
96.0,90,146.234095
96.0,89,146.296799
48.0,77,146.353608
95.0,91,146.418348
351.0,101,148.495626
112.0,89,148.558933
339.0,102,148.632558
101.0,93,148.696815
203.0,88,148.757201
176.0,88,148.819833
533.0,105,148.892436
108.0,97,148.961375
133.0,93,149.026746
83.0,83,149.084654
93.0,81,149.142113
202.0,86,149.200922
94.0,92,149.372436
76.0,83,149.42695
196.0,91,149.491604
94.0,87,149.554923
198.0,94,149.619219
124.0,89,149.683307
74.0,89,149.745411
170.0,88,149.810725
107.0,89,149.875628
184.0,87,149.93505
75.0,80,149.991891
62.0,84,152.048265
195.0,84,152.109494
216.0,90,152.174562
104.0,86,152.235129
192.0,90,152.297538
235.0,93,152.361139
259.0,97,152.43026
94.0,88,152.493188
86.0,79,152.548492
209.0,88,152.612393
91.0,86,152.673635
77.0,83,152.736021
71.0,86,152.796594
199.0,91,152.860115
109.0,94,152.927527
319.0,90,152.989692
231.0,90,153.054016
103.0,95,153.122186
86.0,94,153.188276
198.0,85,153.249477
177.0,81,153.305557
225.0,93,153.373265
306.0,95,153.442162
232.0,92,155.530247
109.0,93,155.596698
95.0,84,155.657661
213.0,96,155.726989
71.0,83,155.78659
195.0,87,155.847481
116.0,96,155.915168
218.0,93,155.980521
183.0,93,156.046735
197.0,90,156.11194
82.0,82,156.17086
114.0,93,156.239146
208.0,88,156.304692
95.0,93,156.371398
208.0,95,156.438697
182.0,89,156.502072
75.0,81,156.557696
203.0,98,156.62867
178.0,80,156.687926
84.0,84,156.755002
98.0,88,156.819846
115.0,89,156.887172
215.0,90,157.015547
68.0,71,159.662157
89.0,85,159.724
70.0,84,159.787969
202.0,94,159.85887
219.0,95,159.92533
117.0,83,159.98446
101.0,79,160.040279
170.0,79,160.097047
216.0,92,160.160981
285.0,85,160.223434
202.0,89,160.292373
303.0,88,160.355514
232.0,97,160.4245
128.0,91,160.488927
186.0,83,160.545683
73.0,73,160.597457
125.0,89,160.660706
83.0,87,160.738856
195.0,91,160.807451
241.0,94,160.87331
106.0,87,160.935112
92.0,90,160.996023
97.0,75,161.051956
118.0,90,161.114501
68.0,86,163.239653
78.0,84,163.309119
52.0,76,163.363024
277.0,85,163.42138
52.0,76,163.476343
379.0,112,163.555183
381.0,105,163.627245
126.0,93,163.693303
98.0,89,163.756577
192.0,87,163.826418
97.0,86,163.889782
141.0,92,163.95515
122.0,102,164.027931
121.0,90,164.128072
60.0,87,164.220116
249.0,106,164.325721
101.0,90,164.404359
103.0,86,164.463154
117.0,93,164.529169
202.0,91,164.6233
208.0,92,164.6963
96.0,86,164.758894
74.0,85,167.082524
206.0,94,167.153674
328.0,95,167.225058
279.0,91,167.292427
115.0,87,167.35502
84.0,79,167.410868
81.0,87,167.47233
217.0,90,167.539357
242.0,98,167.609372
124.0,99,167.679826
188.0,92,167.746204
132.0,96,167.811735
72.0,69,167.862074
127.0,93,167.927721
198.0,93,168.011991
224.0,100,168.086003
234.0,104,168.160179
79.0,86,168.219922
159.0,95,168.288164
309.0,97,168.357362
273.0,91,168.482551
79.0,82,168.538316
89.0,84,168.599473
94.0,84,170.95764
46.0,67,171.092896
77.0,94,171.287116
100.0,90,171.356667
81.0,76,171.421258
132.0,96,171.501407
214.0,89,171.570366
68.0,89,171.639885
95.0,88,171.70554
98.0,97,171.792785
297.0,101,171.878241
62.0,79,171.941606
117.0,87,172.003666
93.0,81,172.06287
61.0,78,172.118663
275.0,99,172.190344
210.0,94,172.258455
114.0,94,172.325721
104.0,85,172.391219
208.0,97,172.459741
176.0,78,172.515123
179.0,91,172.589431
192.0,91,172.657541
99.0,88,174.848182
181.0,90,174.91521
74.0,83,174.975315
176.0,85,175.035814
191.0,87,175.098816
356.0,103,175.172623
86.0,81,175.231787
120.0,81,175.290026
235.0,90,175.360671
183.0,91,175.429988
85.0,83,175.489153
241.0,103,175.56889
327.0,97,175.648943
102.0,89,175.719766
313.0,104,175.796728
317.0,94,175.874765
102.0,96,175.95172
76.0,84,176.01876
67.0,72,176.072424
342.0,97,176.145477
206.0,80,176.20518
208.0,89,176.270592
215.0,95,176.340712
249.0,102,178.581559
116.0,78,178.645959
216.0,94,178.718363
222.0,101,178.790519
87.0,92,178.856043
208.0,93,178.92083
58.0,74,178.975542
124.0,91,179.03946
221.0,100,179.109933
99.0,87,179.172751
176.0,82,179.231215
333.0,104,179.316812
92.0,92,179.389938
218.0,90,179.534049
83.0,92,179.599382
194.0,88,179.668353
95.0,81,179.737484
242.0,91,179.808793
92.0,91,179.87874
303.0,93,179.953856
190.0,87,180.017731
174.0,78,180.071631
190.0,94,180.138789
333.0,98,182.294604
