#{"t_start": 1744343419.331477, "env_id": "None"}
r,l,t
349.0,106,395.878167
192.0,91,395.943648
81.0,82,396.003521
206.0,91,396.073041
143.0,90,396.147192
212.0,94,396.221065
131.0,100,396.30199
235.0,98,398.474485
222.0,95,398.546476
141.0,99,398.62551
271.0,105,398.709219
337.0,103,398.788081
222.0,95,398.860991
136.0,90,398.927201
445.0,103,399.000945
204.0,88,399.064468
334.0,103,399.139677
337.0,103,399.213059
202.0,91,399.279531
474.0,103,399.354106
101.0,95,399.420993
41.0,71,399.473871
49.0,79,399.529271
309.0,91,399.597481
199.0,90,399.6641
194.0,91,399.731255
117.0,95,399.801809
98.0,90,399.869581
135.0,89,399.932502
178.0,82,402.092022
121.0,96,402.160813
77.0,75,402.217098
215.0,88,402.284799
113.0,83,402.356211
191.0,88,402.428145
115.0,89,402.493366
353.0,108,402.570087
108.0,89,402.636881
210.0,93,402.708755
206.0,94,402.775559
209.0,98,402.848377
116.0,89,402.915852
83.0,88,402.97996
184.0,86,403.043607
89.0,94,403.1112
81.0,91,403.178117
122.0,89,403.28585
76.0,85,403.355425
221.0,94,403.433304
104.0,89,403.496928
88.0,96,403.567325
205.0,97,405.701898
68.0,73,405.758592
207.0,96,405.83679
133.0,88,405.90002
119.0,90,405.963584
195.0,92,406.028383
274.0,99,406.098876
170.0,85,406.170402
272.0,106,406.256239
80.0,85,406.318243
234.0,96,406.384659
68.0,84,406.442897
129.0,83,406.501268
174.0,91,406.569292
128.0,95,406.63618
69.0,87,406.704906
176.0,77,406.759914
537.0,111,406.846062
72.0,84,406.910408
128.0,94,406.976019
94.0,81,407.046971
125.0,90,407.108458
131.0,96,407.176301
362.0,107,409.330976
337.0,96,409.398878
128.0,97,409.482185
219.0,93,409.547762
198.0,92,409.611023
211.0,105,409.684956
212.0,90,409.751135
182.0,85,409.812188
107.0,85,409.872878
215.0,101,410.001847
112.0,87,410.061107
51.0,76,410.116453
82.0,83,410.17665
134.0,102,410.247578
217.0,84,410.307308
297.0,94,410.37108
325.0,98,410.440065
79.0,86,410.500928
104.0,90,410.562723
98.0,78,410.625242
552.0,113,410.706662
219.0,98,410.773354
57.0,80,412.89266
320.0,88,412.956585
83.0,79,413.012059
138.0,90,413.075388
299.0,89,413.143559
71.0,79,413.250468
118.0,84,413.307694
226.0,92,413.380986
91.0,84,413.440903
81.0,86,413.508467
225.0,96,413.582938
123.0,97,413.656083
91.0,83,413.71296
204.0,90,413.776769
101.0,87,413.8358
291.0,92,413.900433
102.0,88,413.991878
186.0,93,414.053232
174.0,86,414.115155
207.0,96,414.18193
83.0,97,414.255385
213.0,99,414.328228
296.0,91,414.392019
280.0,87,416.463734
86.0,77,416.519482
216.0,101,416.590047
88.0,90,416.65666
59.0,88,416.720217
447.0,98,416.787525
200.0,95,416.854679
111.0,98,416.93835
362.0,104,417.023708
99.0,86,417.083297
300.0,88,417.145283
216.0,90,417.209903
91.0,89,417.274111
92.0,81,417.338466
431.0,101,417.40838
116.0,95,417.47623
75.0,80,417.531951
78.0,82,417.588962
216.0,98,417.669283
184.0,85,417.736459
108.0,89,417.799569
68.0,89,417.861816
76.0,88,417.921408
181.0,85,420.4235
118.0,96,420.505337
310.0,93,420.587098
313.0,102,420.674877
325.0,92,420.758011
64.0,78,420.823712
76.0,77,420.890711
204.0,92,420.969328
89.0,88,421.049313
108.0,90,421.126027
240.0,102,421.21664
192.0,82,421.292658
442.0,104,421.388301
236.0,99,421.475068
96.0,88,421.587677
213.0,98,421.66268
211.0,91,421.737357
106.0,92,421.805689
77.0,88,421.869531
86.0,87,421.931919
105.0,89,421.999034
197.0,89,422.064179
202.0,100,424.205051
104.0,83,424.265819
265.0,93,424.332112
90.0,94,424.400105
200.0,92,424.472914
98.0,85,424.535438
54.0,73,424.59069
323.0,96,424.661052
90.0,83,424.723499
133.0,91,424.788276
238.0,98,424.859051
312.0,97,424.932581
121.0,92,424.996501
229.0,87,425.107476
234.0,95,425.175739
352.0,107,425.259137
121.0,88,425.320981
135.0,99,425.389219
210.0,91,425.454064
81.0,86,425.512953
177.0,84,425.574014
104.0,87,425.635211
307.0,89,425.700028
64.0,76,427.797382
193.0,88,427.862652
95.0,89,427.925611
204.0,89,427.988441
95.0,88,428.050196
237.0,99,428.118015
206.0,102,428.192311
183.0,79,428.24937
114.0,97,428.319099
214.0,90,428.385117
90.0,93,428.457298
124.0,97,428.523994
413.0,98,428.603298
117.0,91,428.667569
40.0,75,428.722197
75.0,80,428.780316
320.0,106,428.853802
81.0,85,428.915039
228.0,93,428.97935
95.0,96,429.046537
237.0,91,429.112323
53.0,87,429.171899
95.0,86,429.232535
235.0,102,431.299295
117.0,96,431.366785
124.0,88,431.42943
188.0,88,431.490271
197.0,92,431.555359
227.0,98,431.624084
299.0,97,431.693107
135.0,94,431.778907
192.0,91,431.847084
330.0,100,431.915839
84.0,88,431.979379
81.0,82,432.042284
330.0,95,432.111458
104.0,91,432.176885
95.0,86,432.23651
96.0,88,432.301054
459.0,101,432.374133
133.0,93,432.445727
300.0,98,432.630447
209.0,88,432.709631
255.0,100,432.796101
177.0,81,432.853701
101.0,89,435.012948
101.0,87,435.073709
83.0,84,435.133592
95.0,94,435.199986
118.0,88,435.263098
202.0,93,435.330219
218.0,97,435.400756
99.0,90,435.485823
214.0,90,435.551094
295.0,89,435.615409
78.0,87,435.685231
144.0,94,435.761633
88.0,81,435.816965
88.0,95,435.883317
88.0,91,435.949785
216.0,100,436.021357
537.0,104,436.105075
154.0,87,436.168807
100.0,88,436.242503
101.0,81,436.301571
120.0,94,436.368411
94.0,86,436.428528
426.0,100,438.50894
114.0,86,438.571288
257.0,98,438.716912
115.0,92,438.786309
328.0,109,438.865211
446.0,106,438.939705
119.0,90,439.001183
230.0,90,439.06443
101.0,85,439.123886
106.0,83,439.220734
115.0,92,439.283574
85.0,90,439.348823
227.0,96,439.422216
227.0,101,439.500906
96.0,87,439.568647
96.0,95,439.636514
166.0,85,439.70755
212.0,96,439.776636
82.0,88,439.842158
106.0,87,439.924254
81.0,79,439.99321
206.0,90,440.074868
212.0,89,440.136768
567.0,121,442.208875
98.0,89,442.271172
319.0,102,442.343705
179.0,93,442.410602
95.0,84,442.468286
110.0,86,442.536665
68.0,80,442.590856
106.0,91,442.655327
214.0,99,442.728805
109.0,92,442.794142
201.0,93,442.861041
356.0,110,442.938636
59.0,86,443.008438
87.0,85,443.069352
484.0,110,443.146854
118.0,97,443.222907
116.0,90,443.29136
212.0,96,443.361147
66.0,76,443.41326
195.0,94,443.496545
69.0,83,443.558556
298.0,91,443.623736
