#{"t_start": 1744343419.333951, "env_id": "None"}
r,l,t
65.0,84,182.391831
337.0,94,182.474359
226.0,93,182.542372
91.0,81,182.601043
58.0,71,182.652733
206.0,87,182.712059
184.0,87,182.77443
168.0,103,182.853134
262.0,80,183.045349
119.0,96,183.181015
92.0,88,183.253794
202.0,96,183.332548
117.0,86,183.397867
216.0,92,183.468923
280.0,92,183.547176
29.0,68,183.60164
220.0,92,183.667377
185.0,86,183.731764
95.0,92,183.83343
122.0,99,183.911253
179.0,81,183.967887
204.0,88,186.424627
70.0,74,186.488345
109.0,87,186.571976
100.0,90,186.64554
113.0,93,186.718784
237.0,97,186.790441
87.0,81,186.849878
177.0,79,186.912192
125.0,92,186.979572
67.0,78,187.036196
109.0,84,187.095834
166.0,81,187.154034
192.0,79,187.209333
231.0,95,187.286313
309.0,93,187.352966
425.0,107,187.445171
219.0,95,187.532623
415.0,98,187.629627
73.0,81,187.70089
87.0,83,187.76227
115.0,99,187.835488
354.0,105,187.9644
297.0,98,188.038765
69.0,86,191.160619
77.0,82,191.227034
115.0,91,191.302194
221.0,87,191.366846
96.0,83,191.431023
199.0,90,191.497382
71.0,88,191.583423
243.0,97,191.884707
93.0,78,191.953902
202.0,82,192.013275
188.0,86,192.077407
218.0,88,192.155732
225.0,94,192.235746
191.0,86,192.307078
96.0,84,192.373187
88.0,88,192.444376
117.0,91,192.51552
70.0,83,192.576537
216.0,97,192.645914
202.0,94,192.718884
200.0,84,192.784902
87.0,83,192.850859
91.0,94,192.9312
78.0,85,192.996146
112.0,89,195.18651
103.0,87,195.277695
85.0,79,195.352685
115.0,85,195.418888
193.0,83,195.479184
304.0,100,195.551444
114.0,95,195.621512
78.0,82,195.690549
205.0,86,195.768652
202.0,94,195.843918
127.0,102,195.916725
192.0,91,195.983514
304.0,92,196.058331
93.0,94,196.125673
100.0,82,196.18483
59.0,84,196.260393
74.0,74,196.320585
185.0,79,196.384925
206.0,98,196.460925
98.0,87,196.524331
44.0,76,196.57988
431.0,103,196.653195
53.0,78,196.711502
230.0,94,199.229917
51.0,80,199.287836
114.0,94,199.359334
86.0,80,199.427025
85.0,83,199.491532
328.0,94,199.570543
107.0,96,199.660505
157.0,89,199.724793
74.0,85,199.787783
142.0,96,199.857753
319.0,93,199.925597
123.0,89,199.990157
91.0,94,200.057878
86.0,87,200.119466
316.0,90,200.185522
69.0,80,200.242342
425.0,97,200.313229
232.0,97,200.410916
316.0,94,200.477477
210.0,91,200.542768
125.0,93,200.622442
225.0,96,200.701984
64.0,80,200.776498
225.0,98,202.992158
68.0,72,203.045237
212.0,93,203.113653
84.0,85,203.182753
92.0,89,203.254599
89.0,87,203.318237
242.0,98,203.390819
278.0,105,203.479688
203.0,95,203.550115
288.0,90,203.613798
236.0,93,203.681391
210.0,91,203.74656
77.0,80,203.802362
147.0,79,203.86046
221.0,95,203.928343
302.0,100,204.009435
235.0,100,204.081586
90.0,87,204.142913
224.0,100,204.214671
193.0,94,204.283172
190.0,91,204.363183
215.0,90,204.435431
183.0,87,206.65105
192.0,91,206.718003
216.0,92,206.792073
128.0,96,206.862278
74.0,77,206.925969
269.0,88,206.986355
86.0,81,207.045953
89.0,78,207.103969
253.0,97,207.174675
433.0,106,207.250866
68.0,74,207.302568
208.0,93,207.369145
74.0,80,207.427884
248.0,96,207.495292
191.0,96,207.571205
239.0,98,207.642716
130.0,90,207.705284
114.0,97,207.775962
202.0,89,207.837846
194.0,95,207.909603
103.0,83,207.969126
83.0,85,208.02884
191.0,91,208.097181
170.0,84,210.199991
103.0,94,210.276756
180.0,87,210.339942
438.0,102,210.41397
98.0,90,210.478806
198.0,88,210.541228
216.0,97,210.611341
182.0,88,210.677298
214.0,98,210.746951
231.0,90,210.812129
170.0,81,210.868189
245.0,103,210.94503
71.0,78,211.001793
225.0,95,211.068741
308.0,98,211.140156
94.0,85,211.208682
101.0,86,211.279796
110.0,83,211.360587
208.0,91,211.443843
309.0,103,211.515677
65.0,89,211.5804
198.0,85,211.64207
133.0,97,213.72522
75.0,81,213.785952
91.0,86,213.850314
105.0,82,213.920715
95.0,82,213.992601
219.0,87,214.058178
202.0,92,214.123981
317.0,104,214.198273
216.0,91,214.262422
91.0,87,214.325191
108.0,95,214.393259
117.0,92,214.457064
325.0,100,214.530795
125.0,98,214.599931
71.0,80,214.658749
104.0,90,214.726107
358.0,107,214.804505
290.0,99,214.892454
115.0,91,214.957101
108.0,99,215.029192
208.0,85,215.087165
100.0,85,215.149727
340.0,101,215.224372
91.0,77,217.409671
239.0,90,217.476215
124.0,94,217.543666
209.0,93,217.607793
431.0,103,217.680844
140.0,97,217.750286
203.0,93,217.814027
438.0,105,217.887958
249.0,102,217.966673
98.0,80,218.03267
443.0,104,218.110724
279.0,90,218.175186
201.0,96,218.242339
242.0,100,218.319348
186.0,90,218.383973
131.0,96,218.449954
193.0,89,218.513385
124.0,85,218.574329
86.0,97,218.641001
195.0,95,218.709031
136.0,92,218.773775
319.0,105,218.847826
212.0,101,220.92495
326.0,105,221.002676
63.0,77,221.057738
93.0,92,221.132197
473.0,109,221.208895
212.0,95,221.273725
209.0,86,221.341576
82.0,83,221.401335
341.0,101,221.473001
79.0,87,221.536474
446.0,101,221.607173
88.0,92,221.67193
234.0,93,221.739584
106.0,87,221.800492
100.0,86,221.863042
229.0,98,221.942534
184.0,88,222.003885
299.0,95,222.073536
238.0,95,222.14209
54.0,85,222.200611
212.0,92,222.267719
76.0,83,222.329747
219.0,89,224.449024
183.0,92,224.52068
189.0,84,224.581201
51.0,74,224.631839
99.0,87,224.694537
91.0,78,224.7491
81.0,85,224.811251
101.0,95,224.880053
108.0,92,224.943887
210.0,95,225.013197
215.0,94,225.080644
296.0,92,225.145137
322.0,97,225.214735
314.0,99,225.286066
98.0,85,225.347283
202.0,90,225.414906
210.0,99,225.483835
119.0,92,225.549841
107.0,84,225.611879
196.0,97,225.680691
403.0,96,225.75214
60.0,81,225.809683
345.0,102,228.337164
338.0,104,228.42035
95.0,80,228.481538
239.0,97,228.557666
221.0,100,228.632321
252.0,104,228.708467
375.0,106,228.783556
330.0,94,228.852062
226.0,103,228.929776
88.0,95,229.000459
194.0,87,229.067942
71.0,78,229.170877
192.0,82,229.291052
99.0,82,229.350853
113.0,86,229.41416
70.0,84,229.477675
331.0,98,229.549927
334.0,104,229.623765
117.0,92,229.69221
324.0,94,229.764575
315.0,90,229.832359
312.0,98,229.905265
216.0,93,232.077823
135.0,96,232.150698
81.0,79,232.212868
132.0,97,232.285482
102.0,80,232.345607
343.0,109,232.564335
131.0,93,232.727344
209.0,95,232.806745
201.0,89,232.929477
94.0,95,233.023037
75.0,84,233.098268
61.0,73,233.165416
235.0,99,233.260016
121.0,94,233.342967
135.0,100,233.428052
214.0,91,233.50887
208.0,89,233.582053
322.0,93,233.658595
282.0,84,233.723324
92.0,91,233.789834
121.0,89,233.852082
80.0,81,233.911328
148.0,96,233.982662
89.0,87,236.372733
326.0,99,236.458556
89.0,86,236.523284
154.0,71,236.574241
68.0,78,236.630803
75.0,87,236.716301
105.0,97,236.790954
136.0,92,236.866091
258.0,96,236.947261
290.0,90,237.010418
429.0,104,237.084916
384.0,107,237.167934
403.0,109,237.247314
236.0,103,237.322638
229.0,99,237.394055
99.0,96,237.463435
92.0,96,237.53147
121.0,89,237.601941
63.0,83,237.664612
366.0,115,237.759804
202.0,92,237.82927
39.0,76,237.88427
91.0,85,240.143658
74.0,79,240.215493
102.0,92,240.280886
305.0,89,240.351009
208.0,93,240.441742
177.0,87,240.52723
114.0,89,240.613097
178.0,87,240.67575
92.0,85,240.737542
221.0,91,240.800394
326.0,104,240.878332
109.0,92,240.944659
198.0,87,241.006159
105.0,94,241.074402
254.0,108,241.151832
340.0,106,241.227243
97.0,92,241.301064
94.0,91,241.375299
69.0,79,241.460527
129.0,92,241.526923
94.0,84,241.593198
247.0,93,241.659096
134.0,99,243.949625
212.0,93,244.025705
87.0,84,244.095614
173.0,87,244.162639
101.0,87,244.234189
96.0,91,244.314677
196.0,91,244.384594
235.0,100,244.466528
200.0,96,244.54053
186.0,89,244.604459
90.0,83,244.663491
205.0,92,244.734554
212.0,91,244.809669
90.0,85,244.869187
104.0,86,244.933185
303.0,88,245.0066
190.0,98,245.077437
94.0,89,245.14152
230.0,96,245.209563
68.0,78,245.270937
103.0,90,245.337918
190.0,83,245.397654
56.0,72,245.458217
108.0,90,247.719338
100.0,90,247.787429
209.0,89,247.862247
99.0,80,247.921385
101.0,99,247.993142
221.0,95,248.071097
241.0,91,248.228658
96.0,82,248.287308
54.0,73,248.338569
152.0,97,248.506665
115.0,84,248.566184
86.0,86,248.664353
94.0,85,248.818986
229.0,98,249.124629
226.0,93,249.246053
206.0,93,249.324317
128.0,92,249.41415
96.0,81,249.476927
202.0,88,249.540286
116.0,91,249.608418
232.0,98,249.704258
307.0,98,249.786451
85.0,87,249.849731
297.0,91,252.283766
198.0,94,252.363833
90.0,87,252.437327
215.0,92,252.512365
147.0,100,252.591914
107.0,98,252.677859
90.0,79,252.742248
196.0,93,252.815385
77.0,92,252.882651
231.0,101,252.960378
297.0,87,253.029308
324.0,95,253.097425
247.0,99,253.168574
152.0,96,253.238728
86.0,85,253.298805
107.0,84,253.363636
190.0,90,253.427615
222.0,95,253.497548
135.0,89,253.560893
125.0,95,253.626473
104.0,86,253.689004
99.0,91,253.753723
173.0,82,253.811468
271.0,102,256.053007
181.0,76,256.112871
201.0,86,256.173135
211.0,91,256.253289
76.0,80,256.312317
210.0,91,256.376772
287.0,87,256.440099
301.0,89,256.50499
165.0,76,256.558624
207.0,87,256.621649
220.0,99,256.690402
89.0,94,256.759933
86.0,83,256.819149
145.0,102,256.892882
315.0,95,256.966072
70.0,81,257.024616
201.0,88,257.088172
313.0,103,257.162681
344.0,98,257.22968
65.0,84,257.291483
349.0,105,257.367043
198.0,95,257.432344
196.0,92,260.317014
84.0,86,260.408074
102.0,91,260.482878
111.0,86,260.550019
70.0,86,260.620214
81.0,83,260.681984
72.0,85,260.742942
276.0,93,260.840068
337.0,103,260.92103
172.0,88,260.986522
123.0,89,261.049874
82.0,86,261.112484
125.0,94,261.184791
80.0,91,261.258644
170.0,92,261.331005
56.0,82,261.391181
176.0,87,261.508172
226.0,92,261.590541
298.0,97,261.667009
87.0,82,261.730634
77.0,84,261.798325
105.0,88,261.869294
219.0,94,261.947761
200.0,90,264.130122
181.0,90,264.199455
220.0,97,264.272503
83.0,91,264.337512
198.0,88,264.405765
96.0,84,264.470213
77.0,83,264.528763
204.0,85,264.593125
318.0,99,264.66463
174.0,85,264.726607
206.0,89,264.797515
95.0,94,264.864253
212.0,95,264.934915
413.0,107,265.012607
235.0,93,265.077701
236.0,91,265.143112
72.0,88,265.20701
208.0,103,265.27908
310.0,93,265.346034
57.0,78,265.403608
121.0,86,265.464757
108.0,85,265.526827
53.0,75,265.579724
202.0,89,267.76856
106.0,94,267.844018
98.0,85,267.909571
118.0,94,267.985026
207.0,91,268.057383
114.0,90,268.124904
91.0,91,268.194629
65.0,71,268.243969
71.0,73,268.302153
224.0,97,268.376043
89.0,87,268.44394
91.0,81,268.506778
55.0,73,268.561494
103.0,92,268.632092
101.0,97,268.708788
198.0,100,268.786698
119.0,82,268.847253
109.0,86,268.912216
235.0,96,268.986482
224.0,97,269.05586
304.0,99,269.13158
107.0,90,269.195158
228.0,101,269.269081
126.0,92,271.736255
74.0,95,271.807546
182.0,88,271.872553
348.0,101,271.951345
175.0,79,272.010059
205.0,93,272.077638
561.0,119,272.16379
139.0,91,272.230311
121.0,90,272.296097
154.0,89,272.360388
82.0,86,272.430154
63.0,75,272.489884
108.0,101,272.56635
300.0,97,272.63724
189.0,88,272.700276
86.0,79,272.7562
339.0,106,272.832746
316.0,95,272.900459
307.0,97,272.971866
85.0,81,273.0299
50.0,74,273.082966
148.0,100,273.156743
95.0,85,275.845586
81.0,73,275.904131
118.0,86,275.96459
299.0,95,276.045257
180.0,80,276.111859
386.0,104,276.197636
229.0,97,276.268596
98.0,80,276.32997
110.0,86,276.391166
95.0,90,276.457069
82.0,87,276.520981
101.0,85,276.662561
258.0,104,276.737995
85.0,95,276.81236
51.0,81,276.873375
216.0,99,276.953949
316.0,98,277.032172
306.0,93,277.102053
425.0,90,277.165703
342.0,101,277.240821
185.0,89,277.307207
222.0,99,277.382784
432.0,107,277.471522
302.0,105,279.840969
200.0,90,279.91047
98.0,89,279.975014
95.0,85,280.038578
244.0,103,280.113457
88.0,89,280.178797
224.0,95,280.251688
112.0,91,280.318161
112.0,86,280.382778
250.0,89,280.45163
219.0,100,280.522692
314.0,92,280.590869
187.0,90,280.657822
312.0,102,280.735251
117.0,91,280.804011
64.0,89,280.869248
258.0,98,280.937982
89.0,85,280.999563
350.0,103,281.073918
446.0,110,281.152685
79.0,90,281.22198
76.0,80,281.279548
213.0,92,283.388179
227.0,99,283.459788
250.0,95,283.529438
87.0,88,283.592702
184.0,88,283.657355
310.0,98,283.728978
561.0,115,283.81209
185.0,91,283.884661
108.0,100,283.971693
196.0,91,284.037852
321.0,95,284.104841
283.0,90,284.169605
214.0,92,284.235681
85.0,80,284.291362
218.0,97,284.372404
223.0,91,284.437022
104.0,93,284.502818
186.0,93,284.577428
78.0,84,284.635914
85.0,84,284.696681
438.0,103,284.772009
69.0,88,284.834184
212.0,98,286.921729
107.0,95,286.99267
208.0,83,287.051168
108.0,99,287.123093
210.0,93,287.191152
182.0,84,287.303315
188.0,89,287.369213
92.0,91,287.436004
193.0,95,287.561725
109.0,78,287.623922
327.0,103,287.702604
200.0,97,287.772098
200.0,95,287.854406
225.0,91,287.93078
337.0,104,288.069002
146.0,97,288.140656
96.0,87,288.201673
231.0,100,288.274667
75.0,93,288.404244
103.0,86,288.554458
91.0,82,288.718216
138.0,97,288.821688
185.0,88,291.036248
225.0,92,291.105812
113.0,100,291.179213
237.0,95,291.24637
93.0,85,291.30848
94.0,84,291.366157
227.0,90,291.430997
228.0,102,291.504156
245.0,97,291.572018
195.0,93,291.640426
191.0,85,291.705665
159.0,75,291.758156
448.0,107,291.836016
135.0,93,291.905615
107.0,91,291.978874
209.0,100,292.05394
199.0,96,292.128015
138.0,96,292.196488
139.0,98,292.268374
189.0,92,292.335443
46.0,72,292.385485
340.0,94,292.45383
387.0,102,294.55454
134.0,95,294.621919
94.0,97,294.693158
292.0,98,294.76347
79.0,85,294.822426
62.0,81,294.880094
185.0,91,294.953112
213.0,89,295.017349
104.0,92,295.083442
193.0,87,295.165711
183.0,80,295.224326
439.0,98,295.296305
120.0,93,295.363373
210.0,93,295.430668
98.0,87,295.494908
89.0,86,295.555666
107.0,88,295.620764
202.0,101,295.694045
231.0,93,295.761634
104.0,96,295.831911
107.0,83,295.89152
174.0,79,295.948485
94.0,87,296.010722
128.0,92,298.393332
212.0,99,298.468138
127.0,92,298.534325
108.0,94,298.603611
255.0,109,298.684552
320.0,98,298.755402
308.0,98,298.82582
97.0,97,298.896373
86.0,97,298.984059
115.0,97,299.052266
130.0,95,299.121389
122.0,99,299.193607
84.0,87,299.256867
227.0,97,299.327183
88.0,83,299.386239
70.0,76,299.444315
84.0,79,299.502213
115.0,90,299.566324
94.0,81,299.62557
222.0,100,299.701347
245.0,93,299.771356
110.0,91,299.837982
228.0,95,301.982969
216.0,93,302.050478
215.0,94,302.118609
56.0,78,302.176354
68.0,82,302.236192
211.0,97,302.306485
98.0,93,302.378327
91.0,83,302.44226
94.0,80,302.502075
63.0,79,302.561186
424.0,98,302.630201
314.0,105,302.708622
307.0,93,302.776244
295.0,92,302.842266
82.0,83,302.901449
365.0,101,302.972937
127.0,95,303.038512
72.0,85,303.098906
92.0,94,303.166332
194.0,104,303.238696
93.0,86,303.301453
211.0,93,303.367069
126.0,87,305.46588
198.0,87,305.52933
85.0,85,305.590911
186.0,85,305.652662
85.0,96,305.722497
254.0,98,305.792531
216.0,89,305.856565
323.0,100,305.932241
197.0,88,305.994817
349.0,104,306.072097
114.0,86,306.135082
112.0,88,306.19637
339.0,101,306.272426
85.0,88,306.338533
301.0,98,306.408077
454.0,108,306.487397
94.0,87,306.550701
201.0,85,306.610609
233.0,107,306.871815
229.0,96,306.965145
66.0,84,307.023225
213.0,89,307.087
321.0,89,309.599603
138.0,96,309.67171
118.0,91,309.739863
115.0,94,309.809424
106.0,83,309.868866
94.0,83,309.929258
336.0,98,310.000847
101.0,84,310.059367
448.0,108,310.137468
242.0,101,310.20845
339.0,98,310.280237
206.0,93,310.347263
57.0,74,310.399833
131.0,92,310.467761
212.0,97,310.53776
75.0,77,310.591634
323.0,93,310.658307
68.0,83,310.717181
161.0,86,310.780126
108.0,91,310.856729
225.0,104,311.095601
362.0,104,311.177133
119.0,90,311.242476
91.0,79,313.527179
73.0,93,313.596428
64.0,86,313.657732
105.0,87,313.721933
209.0,95,313.790024
232.0,99,313.860519
67.0,80,313.918843
208.0,90,313.981095
76.0,77,314.037978
187.0,85,314.097761
107.0,89,314.163009
119.0,96,314.232657
363.0,101,314.304411
343.0,96,314.375542
81.0,82,314.436547
114.0,93,314.503015
72.0,87,314.56597
128.0,95,314.633578
128.0,97,314.702014
304.0,92,314.76922
186.0,91,314.834414
211.0,99,314.906531
86.0,90,317.259374
192.0,83,317.320957
115.0,90,317.388552
206.0,89,317.452688
126.0,91,317.523068
155.0,101,317.603194
246.0,102,317.752473
102.0,88,317.919222
64.0,76,317.988922
195.0,97,318.070428
233.0,97,318.159826
245.0,102,318.240831
458.0,112,318.324376
89.0,86,318.386987
44.0,63,318.441606
242.0,99,318.534778
61.0,73,318.585931
190.0,79,318.643989
118.0,92,318.717286
294.0,87,318.779408
300.0,95,318.85025
96.0,86,318.911227
296.0,93,318.978327
208.0,96,321.752651
209.0,99,321.840373
137.0,93,321.919357
228.0,91,322.001033
214.0,97,322.080746
164.0,76,322.141525
90.0,91,322.222878
326.0,97,322.302845
88.0,87,322.380466
183.0,91,322.459564
187.0,84,322.533775
119.0,93,322.609624
78.0,78,322.669472
215.0,98,322.748805
125.0,86,322.811512
547.0,101,322.884726
204.0,88,322.963434
56.0,81,323.027711
193.0,86,323.093439
196.0,99,323.172315
316.0,109,323.259833
389.0,114,323.351989
148.0,99,325.586519
256.0,103,325.663543
322.0,98,325.73874
190.0,78,325.794529
109.0,97,325.867056
107.0,82,325.925559
178.0,89,325.98981
206.0,82,326.050748
88.0,94,326.116969
203.0,94,326.185582
217.0,93,326.252539
241.0,90,326.320028
212.0,91,326.387152
87.0,82,326.44654
199.0,91,326.512454
102.0,93,326.580873
117.0,89,326.645925
107.0,83,326.706126
222.0,99,326.776841
213.0,96,326.845068
199.0,98,326.916497
136.0,84,326.983354
217.0,93,327.049991
96.0,87,329.518043
286.0,87,329.582085
99.0,88,329.647498
215.0,89,329.712083
107.0,83,329.782959
102.0,86,329.845732
307.0,94,329.913314
94.0,81,329.972125
216.0,104,330.049708
444.0,111,330.130247
117.0,94,330.199196
101.0,92,330.266461
170.0,80,330.321413
196.0,93,330.389891
105.0,93,330.456701
107.0,89,330.520492
235.0,96,330.589043
77.0,79,330.643996
117.0,87,330.707633
83.0,86,330.768086
187.0,88,330.833166
108.0,90,330.900573
236.0,93,333.004538
87.0,85,333.066726
108.0,91,333.135605
115.0,79,333.192758
201.0,90,333.258009
228.0,91,333.330572
106.0,91,333.39422
92.0,80,333.452598
211.0,94,333.522567
223.0,97,333.592525
89.0,88,333.657292
211.0,91,333.724338
73.0,77,333.779684
386.0,108,333.85797
307.0,100,333.929903
114.0,97,333.999657
116.0,89,334.064805
293.0,92,334.132614
94.0,84,334.19918
210.0,91,334.271284
108.0,83,334.331126
120.0,79,334.389814
232.0,101,334.464772
56.0,72,336.646958
224.0,98,336.721226
121.0,90,336.78527
200.0,92,336.854437
123.0,91,336.920571
246.0,96,336.993839
192.0,98,337.06477
139.0,98,337.135089
259.0,98,337.204773
95.0,93,337.273889
326.0,97,337.343151
81.0,81,337.400887
73.0,76,337.456281
185.0,84,337.516072
115.0,87,337.57894
350.0,103,337.652983
272.0,82,337.71136
87.0,80,337.769226
35.0,79,337.824161
93.0,84,337.88519
479.0,102,337.959865
359.0,96,338.04458
122.0,92,338.112474
216.0,100,340.199242
91.0,88,340.270308
81.0,82,340.328745
236.0,90,340.393955
70.0,73,340.445818
212.0,87,340.507992
64.0,88,340.57084
80.0,77,340.625261
109.0,87,340.688646
220.0,97,340.758633
192.0,91,340.824216
70.0,71,340.874001
336.0,107,340.951032
216.0,95,341.019071
88.0,87,341.079784
129.0,98,341.150065
112.0,93,341.217675
359.0,100,341.289163
56.0,77,341.348551
215.0,91,341.4195
199.0,91,341.487061
245.0,103,341.563381
320.0,94,341.631711
369.0,108,343.832192
125.0,96,343.908973
139.0,92,343.980532
119.0,92,344.04776
98.0,81,344.104931
326.0,107,344.183558
190.0,87,344.253097
123.0,85,344.318883
84.0,87,344.38465
83.0,81,344.443841
318.0,96,344.517377
110.0,87,344.583303
117.0,96,344.654399
221.0,92,344.730462
115.0,95,344.80834
206.0,84,344.871473
123.0,97,344.944874
121.0,99,345.017247
190.0,96,345.166948
221.0,90,345.237338
88.0,88,345.306894
246.0,97,345.381211
344.0,100,347.522414
132.0,91,347.590083
290.0,103,347.665961
73.0,87,347.729392
123.0,95,347.79969
115.0,94,347.870356
110.0,85,347.940287
316.0,99,348.021317
64.0,72,348.096042
138.0,97,348.168442
356.0,104,348.256178
188.0,89,348.323249
120.0,97,348.401601
108.0,90,348.466194
337.0,101,348.540526
102.0,83,348.602152
195.0,96,348.672156
250.0,100,348.747112
128.0,91,348.81394
127.0,87,348.877385
245.0,100,348.968445
83.0,87,349.148212
114.0,97,351.468657
309.0,91,351.541641
79.0,77,351.603589
124.0,94,351.680013
225.0,93,351.755617
355.0,107,351.833302
226.0,96,351.904436
88.0,85,351.970853
330.0,100,352.04316
57.0,75,352.098861
225.0,97,352.16958
94.0,83,352.228343
320.0,96,352.300599
199.0,88,352.365473
393.0,92,352.431503
124.0,89,352.501708
190.0,90,352.565276
109.0,91,352.632302
210.0,93,352.700781
117.0,92,352.765053
89.0,90,352.831994
203.0,93,352.900468
113.0,94,355.108121
198.0,81,355.170515
210.0,95,355.24331
98.0,76,355.2976
96.0,81,355.356777
245.0,91,355.423698
96.0,86,355.484636
316.0,92,355.551972
132.0,93,355.619425
91.0,82,355.677899
82.0,73,355.732862
112.0,89,355.795117
55.0,70,355.846552
241.0,96,355.914493
101.0,84,355.97547
223.0,96,356.045509
102.0,97,356.113768
221.0,95,356.182522
117.0,88,356.246007
85.0,82,356.30536
218.0,86,356.368518
211.0,91,356.433062
88.0,79,356.490791
262.0,97,356.560369
75.0,86,358.672986
82.0,88,358.737392
179.0,81,358.797422
118.0,96,358.865652
208.0,89,358.929618
57.0,75,358.984551
251.0,109,359.062432
102.0,90,359.127932
100.0,92,359.195262
317.0,97,359.262167
199.0,85,359.324174
157.0,85,359.383659
96.0,83,359.44522
242.0,96,359.515476
257.0,99,359.586625
230.0,90,359.65238
202.0,98,359.723848
97.0,89,359.789014
106.0,86,359.852613
217.0,93,359.919894
103.0,92,359.985678
193.0,90,360.052146
220.0,99,362.1402
251.0,103,362.214775
96.0,96,362.286153
141.0,92,362.353381
103.0,86,362.414703
106.0,89,362.479199
330.0,101,362.553234
186.0,83,362.614371
227.0,94,362.689217
334.0,96,362.816021
308.0,96,362.888935
81.0,88,362.950328
329.0,99,363.02214
186.0,89,363.086736
99.0,84,363.158244
209.0,103,363.238937
79.0,92,363.306255
429.0,103,363.378237
108.0,87,363.44402
319.0,99,363.516208
58.0,74,363.569028
220.0,95,363.637688
215.0,98,365.770314
250.0,106,365.855941
108.0,91,365.927079
87.0,85,365.986564
75.0,91,366.055398
330.0,104,366.131504
61.0,73,366.184208
215.0,105,366.26838
311.0,108,366.348608
327.0,91,366.41376
135.0,95,366.484446
219.0,95,366.554078
218.0,85,366.617544
210.0,93,366.688997
131.0,88,366.753995
79.0,84,366.813522
322.0,95,366.88356
430.0,107,366.964619
302.0,98,367.035519
103.0,81,367.100131
222.0,95,367.177457
75.0,94,367.251034
291.0,87,369.543779
187.0,82,369.608575
122.0,94,369.676937
180.0,89,369.740344
179.0,90,369.807025
414.0,100,369.880139
215.0,99,369.952853
205.0,86,370.016323
86.0,91,370.080864
204.0,93,370.150822
151.0,105,370.227309
86.0,87,370.289488
289.0,84,370.350563
170.0,79,370.405892
211.0,96,370.475195
82.0,82,370.533877
230.0,97,370.602504
189.0,83,370.66356
230.0,97,370.732452
105.0,92,370.79851
116.0,97,370.869325
186.0,82,370.928132
95.0,80,370.987531
226.0,93,373.113613
71.0,90,373.187744
129.0,96,373.26664
212.0,89,373.329046
83.0,77,373.384257
98.0,83,373.442043
203.0,91,373.509771
182.0,83,373.568639
136.0,87,373.630731
64.0,80,373.687786
132.0,99,373.758213
126.0,88,373.822107
342.0,94,373.895773
451.0,105,373.975904
330.0,99,374.054717
308.0,98,374.132483
242.0,99,374.211032
183.0,84,374.273348
116.0,91,374.340821
121.0,92,374.405709
203.0,91,374.471028
543.0,115,374.553803
69.0,82,376.767089
206.0,90,376.835251
234.0,101,376.907375
330.0,103,376.985662
77.0,80,377.047015
398.0,98,377.115849
260.0,101,377.187706
100.0,84,377.248877
133.0,88,377.313168
427.0,105,377.387941
419.0,102,377.461412
118.0,94,377.528916
209.0,89,377.593733
233.0,101,377.66669
133.0,95,377.735614
121.0,88,377.800399
70.0,75,377.853474
236.0,101,377.934705
134.0,93,378.010833
660.0,117,378.106144
215.0,88,378.177702
213.0,91,378.252101
75.0,79,380.385352
224.0,94,380.45739
114.0,88,380.522195
110.0,81,380.580701
74.0,87,380.644236
87.0,85,380.704582
134.0,91,380.777161
197.0,93,380.85139
302.0,95,380.925735
193.0,88,381.042644
195.0,90,381.106632
417.0,99,381.179856
287.0,94,381.247184
361.0,103,381.321545
182.0,87,381.385049
331.0,99,381.458039
58.0,77,381.513662
106.0,95,381.583348
85.0,94,381.649867
101.0,81,381.709225
326.0,101,381.782247
123.0,86,381.843946
230.0,92,381.91181
101.0,87,384.110893
97.0,82,384.170382
114.0,93,384.238996
85.0,82,384.297703
100.0,82,384.359118
47.0,79,384.415036
218.0,94,384.483547
187.0,85,384.546011
104.0,92,384.611539
155.0,95,384.681074
541.0,105,384.756869
316.0,91,384.820933
105.0,97,384.89218
317.0,103,384.967311
207.0,91,385.031156
153.0,98,385.101598
97.0,88,385.165495
211.0,97,385.234305
123.0,91,385.300375
114.0,97,385.370553
187.0,90,385.434914
98.0,85,385.497752
219.0,92,387.636661
99.0,85,387.701452
208.0,90,387.765478
193.0,93,387.833259
79.0,82,387.942283
226.0,95,388.020599
148.0,101,388.0974
259.0,102,388.175622
152.0,73,388.235289
190.0,95,388.308601
90.0,91,388.379076
77.0,81,388.439293
96.0,88,388.502389
187.0,92,388.571039
320.0,101,388.645931
176.0,82,388.703471
80.0,82,388.764517
84.0,83,388.821928
226.0,95,388.891543
394.0,114,388.974131
173.0,86,389.035516
206.0,97,389.10793
86.0,83,389.168231
97.0,95,391.261618
176.0,82,391.320838
336.0,106,391.400658
302.0,95,391.47777
102.0,87,391.544882
129.0,92,391.617707
95.0,92,391.69066
193.0,88,391.754257
425.0,103,391.829212
198.0,101,391.902938
190.0,90,391.967054
196.0,87,392.033469
92.0,99,392.104477
97.0,84,392.164228
202.0,86,392.231057
124.0,90,392.294241
222.0,93,392.362211
302.0,94,392.429726
146.0,100,392.499757
178.0,91,392.565395
328.0,95,392.63439
338.0,101,392.707869
228.0,97,394.82522
220.0,98,394.899448
109.0,86,394.962402
249.0,97,395.032334
227.0,92,395.097522
240.0,95,395.16666
75.0,81,395.223083
325.0,96,395.292872
370.0,98,395.363686
97.0,93,395.429397
118.0,88,395.494273
