#{"t_start": 1744343419.333951, "env_id": "None"}
r,l,t
50.0,75,21.083352
38.0,80,21.127422
53.0,81,21.173142
38.0,86,21.2209
30.0,76,21.264084
40.0,77,21.306073
172.0,89,21.356004
56.0,83,21.401919
46.0,70,21.440209
171.0,86,21.488892
62.0,87,21.539584
54.0,80,21.586864
83.0,84,21.634451
42.0,72,21.675906
36.0,90,21.726243
149.0,85,21.775952
63.0,80,21.822518
67.0,92,21.877692
86.0,92,21.929141
48.0,80,21.974611
51.0,75,22.016329
63.0,81,23.638593
275.0,101,23.695868
162.0,80,23.73995
42.0,74,23.782368
69.0,89,23.831219
112.0,95,23.884631
62.0,82,23.932597
28.0,79,23.979166
105.0,92,24.02996
47.0,81,24.075567
152.0,87,24.12338
72.0,85,24.170528
61.0,81,24.214955
86.0,87,24.262425
58.0,89,24.312419
88.0,92,24.366296
155.0,87,24.415425
33.0,78,24.457818
81.0,92,24.508964
67.0,83,24.554159
54.0,81,24.615963
72.0,83,24.669915
73.0,90,24.726671
86.0,95,26.354516
49.0,77,26.399424
41.0,78,26.44264
52.0,86,26.492111
34.0,93,26.545968
60.0,75,26.594185
68.0,80,26.640584
58.0,81,26.692788
33.0,77,26.735099
78.0,94,26.792931
85.0,91,26.844005
57.0,72,26.88448
69.0,81,26.928904
169.0,84,26.974872
39.0,73,27.016027
157.0,76,27.057572
43.0,77,27.100774
49.0,75,27.141889
67.0,96,27.195944
44.0,94,27.247435
63.0,78,27.289834
53.0,88,27.339177
56.0,100,27.393718
68.0,89,27.443196
51.0,71,27.481953
265.0,98,29.087253
165.0,89,29.141209
170.0,97,29.196043
186.0,89,29.245743
69.0,86,29.293025
69.0,88,29.345845
87.0,87,29.394158
58.0,84,29.444341
179.0,94,29.496598
67.0,85,29.544833
191.0,98,29.600209
66.0,92,29.652955
49.0,86,29.70145
52.0,84,29.755137
47.0,80,29.853028
276.0,96,29.907315
70.0,78,29.951849
48.0,86,30.004398
45.0,76,30.047549
91.0,79,30.109293
62.0,84,30.162057
167.0,87,30.209921
156.0,83,30.25951
51.0,84,30.306218
180.0,88,31.911325
55.0,89,31.962235
57.0,86,32.009848
60.0,83,32.056777
38.0,87,32.10437
62.0,83,32.168005
65.0,91,32.229062
84.0,87,32.285309
75.0,83,32.346193
178.0,101,32.416514
55.0,81,32.477388
85.0,89,32.526872
70.0,83,32.575672
83.0,85,32.622026
67.0,88,32.671959
59.0,80,32.715984
151.0,87,32.763716
62.0,82,32.809836
198.0,98,32.863291
60.0,90,32.913862
74.0,83,32.959047
69.0,79,33.003394
63.0,88,33.051183
69.0,91,34.702851
53.0,82,34.755805
46.0,79,34.808134
28.0,74,34.854062
52.0,91,34.912196
71.0,83,34.958862
48.0,91,35.011431
282.0,82,35.058779
55.0,85,35.10988
66.0,86,35.158377
40.0,80,35.205364
299.0,101,35.265363
53.0,79,35.310808
62.0,86,35.360164
60.0,87,35.411542
170.0,82,35.458178
66.0,95,35.512802
33.0,77,35.555411
31.0,71,35.59443
78.0,91,35.64558
61.0,81,35.690939
168.0,82,35.757517
91.0,80,35.813082
80.0,88,35.869375
48.0,82,35.924797
72.0,83,37.554089
167.0,89,37.605188
75.0,96,37.65918
54.0,74,37.700365
49.0,83,37.747962
72.0,83,37.8031
87.0,91,37.868515
84.0,88,37.925905
54.0,81,37.979797
54.0,85,38.040888
66.0,81,38.099872
54.0,85,38.1511
54.0,93,38.202583
84.0,99,38.259979
181.0,87,38.308101
70.0,90,38.358495
49.0,86,38.405594
168.0,90,38.455986
79.0,90,38.50541
177.0,87,38.555255
31.0,88,38.604289
177.0,87,38.653425
46.0,86,38.701358
160.0,81,40.35842
47.0,81,40.404621
175.0,89,40.455348
63.0,85,40.503494
166.0,86,40.552063
197.0,94,40.6036
75.0,86,40.652632
51.0,78,40.696915
69.0,82,40.744664
167.0,84,40.791614
96.0,91,40.863097
28.0,81,40.916481
80.0,81,40.970616
97.0,97,41.033739
69.0,82,41.093389
60.0,90,41.15606
48.0,82,41.203668
97.0,90,41.25343
194.0,90,41.305787
69.0,89,41.355039
70.0,82,41.401535
48.0,79,41.445064
77.0,93,41.497347
48.0,69,41.535074
38.0,68,41.572005
72.0,79,43.252814
70.0,80,43.301308
213.0,90,43.353685
78.0,84,43.40392
202.0,95,43.458675
47.0,83,43.508896
83.0,76,43.551667
87.0,77,43.596174
52.0,81,43.642619
42.0,76,43.687891
87.0,87,43.739075
35.0,82,43.787656
200.0,93,43.842306
57.0,79,43.88671
148.0,85,43.939303
99.0,91,43.993078
95.0,87,44.044706
187.0,90,44.101066
281.0,93,44.154895
45.0,78,44.266986
39.0,91,44.335279
78.0,97,44.391804
42.0,75,44.434039
77.0,90,44.483886
106.0,89,46.321504
83.0,89,46.371098
173.0,94,46.422896
37.0,77,46.470988
61.0,86,46.521116
84.0,82,46.567901
70.0,87,46.619235
194.0,93,46.671749
76.0,78,46.714464
179.0,85,46.761928
59.0,89,46.815349
194.0,97,46.870458
152.0,86,46.917987
69.0,89,46.989616
52.0,80,47.053226
46.0,73,47.094565
54.0,82,47.139633
62.0,86,47.188283
58.0,86,47.235926
190.0,93,47.288265
188.0,91,47.338825
79.0,87,47.387981
120.0,89,47.436875
195.0,95,49.136079
157.0,87,49.205274
101.0,82,49.261969
343.0,104,49.329082
65.0,83,49.383377
83.0,99,49.446502
82.0,87,49.515593
61.0,88,49.5694
83.0,84,49.617389
192.0,98,49.673663
160.0,77,49.718589
98.0,89,49.768189
64.0,79,49.832867
74.0,91,49.892306
102.0,93,49.953817
173.0,88,50.003785
153.0,84,50.051993
56.0,84,50.098291
177.0,93,50.151643
73.0,93,50.209843
42.0,72,50.252158
41.0,79,50.296317
138.0,96,50.35098
207.0,90,50.400412
72.0,93,52.146493
97.0,90,52.201298
44.0,75,52.245033
44.0,69,52.283629
173.0,85,52.331517
171.0,90,52.385259
75.0,91,52.437913
63.0,85,52.488832
69.0,83,52.537034
93.0,81,52.587422
84.0,90,52.642291
80.0,80,52.686546
98.0,90,52.741658
95.0,86,52.790538
61.0,85,52.841107
88.0,85,52.893018
64.0,73,52.934612
43.0,75,52.98025
50.0,76,53.0238
75.0,83,53.076539
71.0,84,53.123721
105.0,88,53.174493
68.0,86,53.223031
66.0,88,53.273859
204.0,95,55.016897
76.0,89,55.070151
111.0,98,55.127431
107.0,89,55.180545
72.0,84,55.229294
92.0,88,55.280827
44.0,72,55.32122
185.0,94,55.375049
67.0,91,55.426636
86.0,79,55.470539
180.0,91,55.523445
170.0,86,55.572962
102.0,91,55.624802
55.0,86,55.690639
55.0,83,55.739425
78.0,86,55.787478
63.0,82,55.834363
82.0,86,55.883831
95.0,85,55.933325
88.0,94,55.986751
71.0,79,56.032541
52.0,85,56.079694
99.0,95,56.134402
76.0,84,58.086232
178.0,94,58.148483
64.0,96,58.204584
85.0,101,58.284424
56.0,76,58.330924
47.0,85,58.379226
73.0,95,58.461705
121.0,92,58.523849
159.0,82,58.577252
77.0,75,58.622472
91.0,83,58.672921
182.0,92,58.726925
73.0,84,58.776925
90.0,92,58.830095
124.0,85,58.880241
42.0,79,58.925589
202.0,86,58.975712
192.0,94,59.02932
78.0,86,59.079945
55.0,82,59.130329
104.0,95,59.189203
77.0,94,59.246892
99.0,89,59.300523
259.0,81,59.347257
49.0,84,61.133847
80.0,94,61.191273
74.0,91,61.245341
68.0,90,61.307147
184.0,92,61.362639
279.0,90,61.417346
66.0,81,61.467716
84.0,75,61.51027
85.0,88,61.561296
45.0,82,61.610412
63.0,83,61.65821
178.0,84,61.708379
67.0,91,61.76053
45.0,91,61.820666
66.0,84,61.869453
165.0,90,61.923349
69.0,85,61.973284
89.0,87,62.025594
94.0,90,62.078373
89.0,90,62.131174
96.0,87,62.185717
53.0,80,62.233721
96.0,90,62.291128
111.0,93,64.153333
210.0,101,64.216479
235.0,94,64.2718
325.0,96,64.328844
95.0,95,64.384504
85.0,86,64.4362
45.0,83,64.487831
108.0,93,64.553517
126.0,98,64.616303
42.0,68,64.661999
197.0,97,64.726004
59.0,78,64.776412
114.0,98,64.837314
50.0,81,64.885924
199.0,90,65.038172
51.0,76,65.092214
73.0,86,65.143439
95.0,87,65.196476
78.0,96,65.254458
77.0,91,65.317364
78.0,95,65.374893
111.0,90,65.435093
89.0,98,65.495487
199.0,94,67.336976
192.0,79,67.390871
158.0,94,67.45288
158.0,83,67.506803
57.0,71,67.554648
103.0,84,67.605301
323.0,94,67.661536
95.0,94,67.724535
80.0,86,67.779116
212.0,106,67.849517
164.0,91,67.904603
76.0,88,67.957195
87.0,92,68.014228
226.0,87,68.071241
236.0,97,68.146164
114.0,94,68.202233
79.0,90,68.25753
36.0,71,68.303312
311.0,96,68.374217
205.0,96,68.439308
41.0,81,68.488627
77.0,87,68.543484
212.0,99,68.602643
99.0,86,70.427467
77.0,87,70.482562
103.0,93,70.546514
105.0,91,70.601849
68.0,89,70.657756
47.0,75,70.702638
103.0,91,70.758863
235.0,92,70.823319
99.0,92,70.884955
75.0,92,70.942093
82.0,83,70.995595
85.0,85,71.054686
80.0,87,71.13192
184.0,88,71.200422
290.0,90,71.262815
102.0,86,71.323564
182.0,93,71.386375
204.0,90,71.452408
202.0,92,71.602146
181.0,90,71.657668
189.0,87,71.742182
75.0,88,71.945079
41.0,77,72.036285
319.0,99,74.770124
98.0,87,74.834142
174.0,89,74.896481
122.0,97,75.041756
83.0,83,75.145346
178.0,89,75.206961
123.0,86,75.266321
190.0,91,75.333537
72.0,80,75.389361
132.0,90,75.452874
65.0,77,75.503615
77.0,89,75.562419
192.0,90,75.62211
94.0,89,75.683675
65.0,80,75.742108
69.0,82,75.798571
69.0,82,75.856914
92.0,88,75.916645
118.0,92,75.976875
77.0,86,76.033426
224.0,99,76.123396
103.0,92,76.185356
80.0,88,76.254657
80.0,86,76.31356
270.0,89,78.448486
244.0,93,78.514955
40.0,76,78.566106
176.0,97,78.634254
207.0,87,78.713257
233.0,98,78.793162
86.0,86,78.862045
104.0,83,78.920792
120.0,88,79.066578
67.0,81,79.116702
72.0,82,79.171364
67.0,83,79.227162
95.0,83,79.278284
188.0,83,79.331677
62.0,89,79.388302
59.0,82,79.440642
292.0,98,79.502194
315.0,101,79.566752
72.0,91,79.625413
173.0,77,79.678644
75.0,77,79.732607
188.0,84,79.792812
174.0,80,79.843453
110.0,90,82.353384
66.0,79,82.448197
175.0,91,82.515086
79.0,82,82.580451
60.0,77,82.633269
70.0,83,82.689322
79.0,87,82.752
65.0,81,82.808377
207.0,96,82.874839
183.0,90,82.957514
188.0,88,83.023837
82.0,88,83.093569
93.0,88,83.157227
117.0,91,83.217972
81.0,89,83.282556
224.0,90,83.377224
115.0,81,83.434146
94.0,91,83.498206
177.0,80,83.558465
177.0,81,83.616392
125.0,90,83.875419
95.0,91,83.936961
91.0,91,83.998851
85.0,76,84.054085
197.0,94,87.790035
144.0,96,87.871777
215.0,94,87.939899
192.0,95,88.002979
122.0,89,88.073814
61.0,78,88.126385
180.0,79,88.185833
89.0,95,88.251631
76.0,76,88.302092
60.0,83,88.357393
97.0,91,88.416926
109.0,93,88.48037
78.0,78,88.538538
81.0,85,88.596023
74.0,85,88.653641
74.0,85,88.712182
119.0,93,88.775268
88.0,93,88.893068
33.0,78,88.952017
81.0,80,89.010955
84.0,86,89.071079
191.0,88,89.134432
319.0,94,89.200695
169.0,91,91.29383
191.0,88,91.354578
72.0,81,91.409539
184.0,85,91.464682
181.0,86,91.522341
78.0,85,91.583608
170.0,87,91.642589
51.0,73,91.690415
59.0,76,91.744526
186.0,88,91.808543
91.0,93,91.884098
85.0,88,91.944807
82.0,92,92.008136
57.0,85,92.064175
91.0,87,92.12386
173.0,83,92.179064
113.0,87,92.240015
197.0,89,92.299144
97.0,92,92.365821
324.0,91,92.432023
98.0,90,92.494426
108.0,89,92.556162
185.0,88,92.617772
256.0,103,92.687782
88.0,86,95.220816
91.0,87,95.28714
99.0,85,95.348698
94.0,94,95.419546
206.0,96,95.489876
90.0,85,95.556877
88.0,88,95.654545
123.0,88,95.758882
84.0,74,95.898874
73.0,75,95.993314
207.0,93,96.148713
190.0,95,96.301769
75.0,94,96.543844
222.0,91,96.667673
87.0,84,96.742238
188.0,82,96.817534
341.0,99,96.919481
55.0,82,97.021167
86.0,85,97.10467
95.0,92,97.174946
63.0,86,97.236521
215.0,79,97.295006
102.0,97,97.424037
103.0,86,99.805245
223.0,97,99.888275
97.0,89,99.951054
99.0,94,100.016408
97.0,80,100.073345
58.0,84,100.130981
77.0,91,100.194059
298.0,89,100.256363
311.0,100,100.324389
178.0,92,100.389344
84.0,86,100.460354
181.0,84,100.522494
280.0,88,100.5924
87.0,88,100.659052
98.0,76,100.721266
88.0,78,100.784086
242.0,101,100.858428
178.0,94,100.922252
194.0,88,100.985412
215.0,88,101.047796
92.0,84,101.106923
56.0,77,101.159033
89.0,87,101.220215
71.0,85,101.281285
83.0,82,103.397412
309.0,92,103.461228
74.0,81,103.521388
115.0,93,103.596621
178.0,89,103.670584
207.0,89,103.743784
97.0,89,103.814533
105.0,87,103.886455
91.0,82,103.943785
59.0,85,104.012147
230.0,97,104.165753
182.0,82,104.230732
45.0,81,104.293312
192.0,87,104.363414
281.0,105,104.4531
45.0,74,104.507237
77.0,87,104.57264
86.0,91,104.638742
194.0,93,104.711973
96.0,75,104.772016
89.0,84,104.834393
58.0,76,105.127151
107.0,99,105.243189
92.0,88,107.475967
131.0,98,107.547732
201.0,87,107.614788
310.0,101,107.68487
101.0,95,107.750456
225.0,95,107.844562
91.0,86,107.913101
108.0,88,107.97891
177.0,83,108.040659
93.0,92,108.107273
100.0,85,108.169463
92.0,84,108.229774
228.0,95,108.295947
89.0,91,108.359661
98.0,91,108.424498
213.0,90,108.485585
229.0,96,108.55216
50.0,77,108.606355
280.0,80,108.660984
72.0,89,108.722127
68.0,76,108.775671
229.0,98,108.848551
153.0,86,108.907496
150.0,76,111.328967
71.0,90,111.39587
89.0,81,111.454194
284.0,98,111.587458
61.0,71,111.639372
180.0,95,111.70811
90.0,93,111.775183
193.0,90,111.846103
326.0,104,111.927029
106.0,82,111.986034
96.0,91,112.053649
123.0,94,112.126301
73.0,77,112.182773
78.0,80,112.241794
52.0,73,112.294108
80.0,84,112.355695
205.0,95,112.424581
110.0,81,112.485321
64.0,85,112.546345
296.0,92,112.611102
193.0,87,112.672352
198.0,99,112.744101
98.0,88,112.805803
104.0,92,112.872024
87.0,83,114.927741
76.0,85,114.99134
120.0,84,115.051816
105.0,98,115.118729
195.0,87,115.181795
83.0,81,115.239475
67.0,82,115.297973
85.0,87,115.360867
101.0,87,115.422517
100.0,93,115.487701
198.0,88,115.547909
209.0,90,115.61305
81.0,91,115.678038
108.0,87,115.744662
78.0,85,115.805973
232.0,91,115.871192
105.0,85,115.931634
77.0,76,115.988432
81.0,87,116.046968
117.0,92,116.110949
196.0,85,116.168077
207.0,94,116.233626
185.0,90,116.297069
62.0,75,118.359168
97.0,85,118.423127
193.0,91,118.486813
212.0,96,118.55366
226.0,94,118.620032
83.0,85,118.676972
72.0,89,118.738511
63.0,79,118.793
39.0,68,118.842373
205.0,93,118.906864
307.0,90,118.969097
85.0,87,119.029664
76.0,92,119.095501
88.0,93,119.162609
94.0,85,119.225064
97.0,88,119.2884
187.0,87,119.36224
204.0,91,119.429697
78.0,83,119.488251
205.0,94,119.552778
66.0,82,119.609605
336.0,96,119.677162
191.0,95,119.742084
114.0,89,122.450103
88.0,84,122.511839
194.0,87,122.576663
224.0,102,122.65262
93.0,92,122.719386
94.0,90,122.780396
210.0,87,122.841765
187.0,87,122.901954
91.0,86,122.961074
192.0,94,123.027048
202.0,92,123.090335
112.0,93,123.160323
68.0,77,123.218349
96.0,87,123.278836
84.0,84,123.338919
215.0,96,123.404785
164.0,85,123.465249
78.0,80,123.518207
75.0,85,123.578236
71.0,77,123.633988
324.0,97,123.703794
112.0,91,123.769722
94.0,85,123.829204
106.0,90,123.896574
65.0,75,125.951156
193.0,89,126.01288
66.0,77,126.067114
305.0,101,126.135062
115.0,97,126.215153
89.0,95,126.293785
83.0,97,126.37158
93.0,86,126.430465
111.0,90,126.494065
96.0,86,126.587704
198.0,85,126.662843
104.0,85,126.729317
363.0,104,126.81625
200.0,86,126.887995
126.0,93,126.957939
108.0,87,127.020213
61.0,78,127.073939
89.0,91,127.13707
66.0,80,127.191405
113.0,87,127.253012
70.0,77,127.305552
94.0,89,127.366544
336.0,101,127.467003
95.0,92,129.862502
111.0,92,129.931716
127.0,95,130.000532
121.0,94,130.067394
245.0,96,130.21186
216.0,92,130.390704
83.0,87,130.571416
144.0,91,130.638143
221.0,90,130.70619
105.0,88,130.769856
109.0,83,130.838985
216.0,101,130.910997
98.0,94,130.975855
176.0,91,131.047564
112.0,93,131.116438
62.0,73,131.166459
75.0,88,131.228346
75.0,79,131.283992
222.0,98,131.353483
220.0,89,131.418526
236.0,101,131.487704
69.0,82,131.544588
86.0,90,133.866566
109.0,91,133.931154
202.0,98,133.999981
87.0,80,134.054931
177.0,93,134.117782
91.0,85,134.17742
85.0,87,134.23687
59.0,92,134.299905
93.0,86,134.357858
91.0,86,134.418443
183.0,91,134.481544
285.0,92,134.543991
81.0,79,134.599665
94.0,87,134.657802
352.0,105,134.732137
316.0,99,134.800716
205.0,98,134.870335
94.0,86,134.931854
179.0,81,134.988615
77.0,77,135.048951
199.0,87,135.112177
457.0,107,135.19523
85.0,75,135.249783
219.0,94,137.372614
91.0,87,137.436696
98.0,87,137.498856
237.0,98,137.567146
222.0,103,137.639303
66.0,82,137.694436
215.0,97,137.761746
212.0,93,137.826348
152.0,102,137.896029
311.0,95,137.966334
176.0,85,138.033011
97.0,88,138.098745
157.0,76,138.154489
118.0,93,138.220689
101.0,92,138.287167
55.0,82,138.348518
329.0,98,138.416405
109.0,95,138.483716
62.0,80,138.539344
93.0,84,138.601425
98.0,92,138.667226
323.0,99,138.756386
233.0,99,138.827943
316.0,98,141.293923
302.0,90,141.368761
164.0,88,141.440974
189.0,86,141.511059
98.0,89,141.575949
301.0,97,141.647861
91.0,80,141.705345
110.0,94,141.774974
333.0,101,141.849826
97.0,84,141.917895
84.0,84,141.979883
180.0,84,142.037197
363.0,105,142.113601
113.0,85,142.17573
294.0,96,142.251877
117.0,83,142.319621
112.0,92,142.392314
512.0,115,142.488783
98.0,95,142.560488
90.0,86,142.626777
102.0,89,142.691749
305.0,96,142.760212
223.0,96,145.040422
196.0,87,145.103815
201.0,91,145.171307
64.0,90,145.240743
53.0,84,145.302966
100.0,81,145.360316
231.0,100,145.431052
110.0,96,145.499681
45.0,74,145.551308
101.0,89,145.612316
70.0,77,145.667369
190.0,90,145.732426
83.0,85,145.792232
87.0,81,145.849615
62.0,79,145.904059
216.0,92,145.968382
43.0,79,146.022439
105.0,96,146.091061
110.0,89,146.152979
51.0,78,146.208925
205.0,91,146.273867
191.0,99,146.346539
59.0,85,146.40697
82.0,85,146.463912
76.0,92,148.538353
95.0,90,148.603569
131.0,96,148.669022
65.0,84,148.72873
72.0,83,148.786202
73.0,82,148.843663
178.0,85,148.903597
114.0,92,148.968182
104.0,89,149.031193
177.0,82,149.087873
96.0,82,149.146533
217.0,91,149.254434
97.0,80,149.371425
84.0,81,149.424871
182.0,89,149.488061
190.0,90,149.553347
347.0,99,149.621447
308.0,97,149.690851
173.0,96,149.760182
183.0,90,149.825583
89.0,93,149.891382
108.0,98,149.959087
83.0,74,150.011361
78.0,83,152.070152
97.0,87,152.131918
86.0,85,152.192529
81.0,87,152.253325
209.0,97,152.320266
66.0,80,152.377124
172.0,86,152.437308
95.0,91,152.50224
195.0,88,152.564304
91.0,81,152.622508
123.0,90,152.688601
321.0,97,152.758964
136.0,91,152.822983
202.0,85,152.882535
333.0,94,152.949715
195.0,85,153.009443
119.0,82,153.067233
198.0,89,153.131759
127.0,92,153.196212
102.0,84,153.256069
202.0,84,153.31586
306.0,93,153.382915
81.0,84,153.443467
344.0,101,155.53817
95.0,85,155.599047
184.0,94,155.667146
123.0,92,155.734885
238.0,102,155.80529
80.0,84,155.866334
194.0,81,155.92204
108.0,85,155.982862
316.0,100,156.054791
68.0,84,156.114243
447.0,111,156.196357
95.0,96,156.266057
64.0,75,156.320025
55.0,79,156.37675
178.0,84,156.436558
233.0,100,156.507115
217.0,94,156.573393
239.0,98,156.643175
558.0,106,156.72626
75.0,78,156.785633
221.0,96,156.855943
315.0,94,156.928504
74.0,84,159.642087
86.0,88,159.709676
83.0,80,159.769842
198.0,83,159.830948
107.0,94,159.90017
70.0,92,159.966047
77.0,91,160.029904
77.0,89,160.093656
437.0,101,160.165097
100.0,91,160.231211
111.0,87,160.299657
95.0,86,160.359354
131.0,100,160.431134
107.0,84,160.490286
284.0,94,160.554603
90.0,93,160.621263
194.0,87,160.684864
90.0,84,160.761312
92.0,79,160.81956
218.0,91,160.882163
209.0,97,160.950651
112.0,86,161.013183
69.0,79,161.06759
227.0,97,163.196069
80.0,86,163.268608
63.0,84,163.331558
326.0,98,163.398664
95.0,89,163.462611
142.0,94,163.52627
90.0,86,163.588615
190.0,85,163.648801
117.0,87,163.707742
89.0,82,163.768008
208.0,96,163.845152
78.0,75,163.899033
308.0,101,163.971327
120.0,90,164.034837
97.0,82,164.130855
316.0,99,164.237181
118.0,95,164.328919
239.0,93,164.40766
243.0,104,164.480905
87.0,84,164.539561
226.0,96,164.640603
231.0,105,164.721081
114.0,86,164.784099
209.0,85,167.108869
565.0,108,167.188528
93.0,81,167.248194
199.0,90,167.316058
95.0,91,167.379709
59.0,80,167.436848
98.0,88,167.501216
121.0,88,167.564684
307.0,102,167.638024
88.0,84,167.697681
118.0,89,167.761941
97.0,83,167.819993
290.0,90,167.883189
92.0,93,167.969075
210.0,83,168.028978
135.0,103,168.10176
70.0,87,168.164765
110.0,89,168.225771
203.0,91,168.29111
324.0,98,168.361726
75.0,94,168.48838
224.0,96,168.553908
112.0,91,168.619943
239.0,100,171.071281
107.0,90,171.258753
117.0,89,171.33642
113.0,85,171.406556
306.0,98,171.488967
240.0,92,171.561806
85.0,79,171.623224
96.0,80,171.683343
101.0,84,171.748489
231.0,95,171.837164
180.0,83,171.906738
82.0,92,171.974541
96.0,94,172.044233
102.0,87,172.105736
341.0,94,172.173663
206.0,95,172.242405
70.0,70,172.292294
121.0,93,172.364666
128.0,94,172.429972
245.0,100,172.501756
232.0,93,172.57696
195.0,78,172.634647
444.0,100,174.835228
308.0,88,174.900799
231.0,92,174.967598
104.0,90,175.031589
221.0,92,175.098212
396.0,91,175.162485
74.0,77,175.218868
181.0,80,175.276937
325.0,101,175.355725
193.0,102,175.433327
194.0,84,175.494775
96.0,86,175.558614
201.0,87,175.631902
126.0,92,175.705931
212.0,100,175.777157
467.0,117,175.874924
108.0,90,175.947491
186.0,83,176.013701
97.0,88,176.079619
317.0,96,176.152074
101.0,89,176.218361
191.0,94,176.286376
93.0,78,176.344245
78.0,76,178.564612
106.0,88,178.638167
99.0,91,178.708003
79.0,81,178.766577
95.0,89,178.829465
312.0,100,178.899649
117.0,92,178.967032
81.0,92,179.030642
141.0,93,179.097902
87.0,87,179.16022
222.0,91,179.224566
133.0,86,179.295473
437.0,101,179.377157
197.0,88,179.520251
96.0,92,179.584962
63.0,90,179.654096
210.0,82,179.722113
114.0,91,179.796821
112.0,85,179.862939
74.0,81,179.9273
93.0,85,179.989183
72.0,78,180.045917
208.0,87,180.107398
238.0,94,182.260109
220.0,96,182.332164
